,season,division,matchday,date,time,home_team,away_team,score
26934,1946-1947,2,26,4/13/47,,Real Zaragoza,Hércules CF,3:0
26935,1946-1947,2,26,4/13/47,,CD Alcoyano,Levante,5:2
26936,1946-1947,2,26,4/13/47,,Real Sociedad,RCD Mallorca,2:1
26937,1946-1947,2,26,4/13/47,,Racing,Real Betis,4:1
26938,1948-1949,2,1,9/11/48,,Mestalla,CF Badalona,3:2
26939,1948-1949,2,1,9/12/48,,CD Málaga,Real Murcia,8:0
26940,1948-1949,2,1,9/12/48,,Hércules CF,Real Sociedad,4:2
26941,1948-1949,2,1,9/12/48,,Real Gijón,Levante,2:1
26942,1948-1949,2,1,9/12/48,,Racing,Girona,7:1
26943,1948-1949,2,1,9/12/48,,Granada CF,CD Castellón,1:0
26944,1948-1949,2,1,9/12/48,,Ferrol,Baracaldo,1:0
26945,1948-1949,2,2,9/19/48,,Real Murcia,Ferrol,6:2
26946,1948-1949,2,2,9/19/48,,CD Málaga,Real Sociedad,3:1
26947,1948-1949,2,2,9/19/48,,CF Badalona,Hércules CF,3:4
26948,1948-1949,2,2,9/19/48,,Levante,Mestalla,1:0
26949,1948-1949,2,2,9/19/48,,Girona,Real Gijón,4:2
26950,1948-1949,2,2,9/19/48,,CD Castellón,Racing,3:2
26951,1948-1949,2,2,9/19/48,,Baracaldo,Granada CF,5:1
26952,1948-1949,2,3,9/25/48,,Mestalla,Girona,3:1
26953,1948-1949,2,3,9/26/48,,Real Murcia,Real Sociedad,3:0
26954,1948-1949,2,3,9/26/48,,CD Málaga,CF Badalona,6:1
26955,1948-1949,2,3,9/26/48,,Hércules CF,Levante,4:2
26956,1948-1949,2,3,9/26/48,,Real Gijón,CD Castellón,5:2
26957,1948-1949,2,3,9/26/48,,Racing,Baracaldo,2:0
26958,1948-1949,2,3,9/26/48,,Ferrol,Granada CF,1:1
26959,1948-1949,2,4,10/3/48,,Real Sociedad,Ferrol,3:1
26960,1948-1949,2,4,10/3/48,,CF Badalona,Real Murcia,3:0
26961,1948-1949,2,4,10/3/48,,Levante,CD Málaga,2:3
26962,1948-1949,2,4,10/3/48,,Girona,Hércules CF,2:0
26963,1948-1949,2,4,10/3/48,,CD Castellón,Mestalla,1:0
26964,1948-1949,2,4,10/3/48,,Baracaldo,Real Gijón,1:0
26965,1948-1949,2,4,10/3/48,,Granada CF,Racing,3:0
26966,1948-1949,2,5,10/10/48,,Real Sociedad,CF Badalona,4:1
26967,1948-1949,2,5,10/10/48,,Real Murcia,Levante,1:3
26968,1948-1949,2,5,10/10/48,,CD Málaga,Girona,4:2
26969,1948-1949,2,5,10/10/48,,Hércules CF,CD Castellón,5:3
26970,1948-1949,2,5,10/10/48,,Real Gijón,Granada CF,2:0
26971,1948-1949,2,5,10/10/48,,Ferrol,Racing,2:2
26972,1948-1949,2,5,10/12/48,,Mestalla,Baracaldo,2:0
26973,1948-1949,2,6,10/17/48,,CF Badalona,Ferrol,2:1
26974,1948-1949,2,6,10/17/48,,Levante,Real Sociedad,1:2
26975,1948-1949,2,6,10/17/48,,Girona,Real Murcia,2:1
26976,1948-1949,2,6,10/17/48,,CD Castellón,CD Málaga,1:1
26977,1948-1949,2,6,10/17/48,,Baracaldo,Hércules CF,3:0
26978,1948-1949,2,6,10/17/48,,Granada CF,Mestalla,4:2
26979,1948-1949,2,6,10/17/48,,Racing,Real Gijón,3:2
26980,1948-1949,2,7,10/23/48,,Mestalla,Racing,4:2
26981,1948-1949,2,7,10/24/48,,CF Badalona,Levante,3:2
26982,1948-1949,2,7,10/24/48,,Real Sociedad,Girona,5:1
26983,1948-1949,2,7,10/24/48,,CD Málaga,Baracaldo,3:0
26984,1948-1949,2,7,10/24/48,,Hércules CF,Granada CF,3:3
26985,1948-1949,2,7,10/24/48,,Ferrol,Real Gijón,3:3
26986,1948-1949,2,7,12/19/48,,Real Murcia,CD Castellón,2:0
26987,1948-1949,2,8,10/31/48,,Levante,Ferrol,5:2
26988,1948-1949,2,8,10/31/48,,Girona,CF Badalona,5:0
26989,1948-1949,2,8,10/31/48,,CD Castellón,Real Sociedad,3:1
26990,1948-1949,2,8,10/31/48,,Baracaldo,Real Murcia,3:0
26991,1948-1949,2,8,10/31/48,,Racing,Hércules CF,6:5
26992,1948-1949,2,8,10/31/48,,Real Gijón,Mestalla,3:2
26993,1948-1949,2,8,11/1/48,,Granada CF,CD Málaga,1:0
26994,1948-1949,2,9,11/7/48,,Levante,Girona,4:0
26995,1948-1949,2,9,11/7/48,,CF Badalona,CD Castellón,4:1
26996,1948-1949,2,9,11/7/48,,Real Sociedad,Baracaldo,4:1
26997,1948-1949,2,9,11/7/48,,Real Murcia,Granada CF,2:1
26998,1948-1949,2,9,11/7/48,,CD Málaga,Racing,7:1
26999,1948-1949,2,9,11/7/48,,Hércules CF,Real Gijón,3:1
27000,1948-1949,2,9,11/7/48,,Ferrol,Mestalla,3:0
27001,1948-1949,2,10,11/13/48,,Mestalla,Hércules CF,1:1
27002,1948-1949,2,10,11/14/48,,Girona,Ferrol,4:1
27003,1948-1949,2,10,11/14/48,,CD Castellón,Levante,1:2
27004,1948-1949,2,10,11/14/48,,Baracaldo,CF Badalona,3:1
27005,1948-1949,2,10,11/14/48,,Granada CF,Real Sociedad,3:0
27006,1948-1949,2,10,11/14/48,,Racing,Real Murcia,2:2
27007,1948-1949,2,10,11/14/48,,Real Gijón,CD Málaga,2:1
27008,1948-1949,2,11,11/21/48,,Girona,CD Castellón,2:3
27009,1948-1949,2,11,11/21/48,,Levante,Baracaldo,1:1
27010,1948-1949,2,11,11/21/48,,CF Badalona,Granada CF,2:0
27011,1948-1949,2,11,11/21/48,,Real Sociedad,Racing,5:0
27012,1948-1949,2,11,11/21/48,,Real Murcia,Real Gijón,3:2
27013,1948-1949,2,11,11/21/48,,CD Málaga,Mestalla,1:1
27014,1948-1949,2,11,11/21/48,,Ferrol,Hércules CF,0:1
27015,1948-1949,2,12,11/27/48,,Mestalla,Real Murcia,2:0
27016,1948-1949,2,12,11/28/48,,Ferrol,CD Castellón,2:4
27017,1948-1949,2,12,11/28/48,,Baracaldo,Girona,3:0
27018,1948-1949,2,12,11/28/48,,Granada CF,Levante,3:0
27019,1948-1949,2,12,11/28/48,,Racing,CF Badalona,1:0
27020,1948-1949,2,12,11/28/48,,Real Gijón,Real Sociedad,0:0
27021,1948-1949,2,12,11/28/48,,Hércules CF,CD Málaga,3:0
27022,1948-1949,2,13,12/5/48,,CD Castellón,Baracaldo,0:2
27023,1948-1949,2,13,12/5/48,,Girona,Granada CF,0:1
27024,1948-1949,2,13,12/5/48,,Levante,Racing,3:1
27025,1948-1949,2,13,12/5/48,,CF Badalona,Real Gijón,1:1
27026,1948-1949,2,13,12/5/48,,Real Sociedad,Mestalla,2:0
27027,1948-1949,2,13,12/5/48,,Real Murcia,Hércules CF,5:1
27028,1948-1949,2,13,12/5/48,,CD Málaga,Ferrol,6:2
27029,1948-1949,2,14,12/12/48,,Real Murcia,CD Málaga,1:0
27030,1948-1949,2,14,12/12/48,,Real Sociedad,Hércules CF,9:2
27031,1948-1949,2,14,12/12/48,,CF Badalona,Mestalla,2:1
27032,1948-1949,2,14,12/12/48,,Levante,Real Gijón,1:1
27033,1948-1949,2,14,12/12/48,,Girona,Racing,4:0
27034,1948-1949,2,14,12/12/48,,CD Castellón,Granada CF,1:0
27035,1948-1949,2,14,12/12/48,,Baracaldo,Ferrol,2:0
27036,1948-1949,2,15,1/6/49,,Mestalla,Levante,1:0
27037,1948-1949,2,15,1/9/49,,Ferrol,Real Murcia,2:3
27038,1948-1949,2,15,1/9/49,,Real Sociedad,CD Málaga,5:1
27039,1948-1949,2,15,1/9/49,,Hércules CF,CF Badalona,2:1
27040,1948-1949,2,15,1/9/49,,Real Gijón,Girona,2:0
27041,1948-1949,2,15,1/9/49,,Racing,CD Castellón,4:4
27042,1948-1949,2,15,1/9/49,,Granada CF,Baracaldo,3:1
27043,1948-1949,2,16,1/16/49,,Real Sociedad,Real Murcia,7:0
27044,1948-1949,2,16,1/16/49,,CF Badalona,CD Málaga,2:2
27045,1948-1949,2,16,1/16/49,,Levante,Hércules CF,1:1
27046,1948-1949,2,16,1/16/49,,Girona,Mestalla,2:1
27047,1948-1949,2,16,1/16/49,,CD Castellón,Real Gijón,4:1
27048,1948-1949,2,16,1/16/49,,Baracaldo,Racing,2:3
27049,1948-1949,2,16,1/16/49,,Granada CF,Ferrol,3:0
27050,1948-1949,2,17,1/22/49,,Mestalla,CD Castellón,3:1
27051,1948-1949,2,17,1/23/49,,Ferrol,Real Sociedad,3:4
27052,1948-1949,2,17,1/23/49,,Real Murcia,CF Badalona,1:2
27053,1948-1949,2,17,1/23/49,,CD Málaga,Levante,5:0
27054,1948-1949,2,17,1/23/49,,Hércules CF,Girona,2:0
27055,1948-1949,2,17,1/23/49,,Real Gijón,Baracaldo,0:0
27056,1948-1949,2,17,1/23/49,,Racing,Granada CF,1:2
27057,1948-1949,2,18,1/30/49,,CF Badalona,Real Sociedad,2:1
27058,1948-1949,2,18,1/30/49,,Levante,Real Murcia,2:2
27059,1948-1949,2,18,1/30/49,,Girona,CD Málaga,2:2
27060,1948-1949,2,18,1/30/49,,CD Castellón,Hércules CF,1:2
27061,1948-1949,2,18,1/30/49,,Baracaldo,Mestalla,6:2
27062,1948-1949,2,18,1/30/49,,Granada CF,Real Gijón,1:0
27063,1948-1949,2,18,1/30/49,,Racing,Ferrol,1:2
27064,1948-1949,2,19,2/5/49,,Mestalla,Granada CF,1:2
27065,1948-1949,2,19,2/6/49,,Ferrol,CF Badalona,4:0
27066,1948-1949,2,19,2/6/49,,Real Sociedad,Levante,4:3
27067,1948-1949,2,19,2/6/49,,Real Murcia,Girona,3:0
27068,1948-1949,2,19,2/6/49,,CD Málaga,CD Castellón,1:0
27069,1948-1949,2,19,2/6/49,,Hércules CF,Baracaldo,2:0
27070,1948-1949,2,19,2/6/49,,Real Gijón,Racing,3:0
27071,1948-1949,2,20,2/13/49,,Levante,CF Badalona,4:0
27072,1948-1949,2,20,2/13/49,,Girona,Real Sociedad,4:1
27073,1948-1949,2,20,2/13/49,,CD Castellón,Real Murcia,4:0
27074,1948-1949,2,20,2/13/49,,Baracaldo,CD Málaga,3:2
27075,1948-1949,2,20,2/13/49,,Granada CF,Hércules CF,1:1
27076,1948-1949,2,20,2/13/49,,Racing,Mestalla,0:1
27077,1948-1949,2,20,2/13/49,,Real Gijón,Ferrol,6:1
27078,1948-1949,2,21,2/19/49,,Mestalla,Real Gijón,2:3
27079,1948-1949,2,21,2/20/49,,Ferrol,Levante,0:1
27080,1948-1949,2,21,2/20/49,,CF Badalona,Girona,0:3
27081,1948-1949,2,21,2/20/49,,Real Sociedad,CD Castellón,7:0
27082,1948-1949,2,21,2/20/49,,CD Málaga,Granada CF,5:0
27083,1948-1949,2,21,2/20/49,,Hércules CF,Racing,4:1
27084,1948-1949,2,21,3/19/49,,Real Murcia,Baracaldo,5:1
27085,1948-1949,2,22,2/26/49,,Mestalla,Ferrol,6:1
27086,1948-1949,2,22,2/27/49,,Girona,Levante,5:1
27087,1948-1949,2,22,2/27/49,,CD Castellón,CF Badalona,2:1
27088,1948-1949,2,22,2/27/49,,Baracaldo,Real Sociedad,1:2
27089,1948-1949,2,22,2/27/49,,Granada CF,Real Murcia,5:1
27090,1948-1949,2,22,2/27/49,,Racing,CD Málaga,2:2
27091,1948-1949,2,22,2/27/49,,Real Gijón,Hércules CF,3:2
27092,1948-1949,2,23,3/6/49,,Ferrol,Girona,1:0
27093,1948-1949,2,23,3/6/49,,Levante,CD Castellón,4:1
27094,1948-1949,2,23,3/6/49,,CF Badalona,Baracaldo,1:2
27095,1948-1949,2,23,3/6/49,,Real Sociedad,Granada CF,5:1
27096,1948-1949,2,23,3/6/49,,Real Murcia,Racing,4:1
27097,1948-1949,2,23,3/6/49,,CD Málaga,Real Gijón,3:0
27098,1948-1949,2,23,3/6/49,,Hércules CF,Mestalla,4:1
27099,1948-1949,2,24,4/2/49,,Mestalla,CD Málaga,0:1
27100,1948-1949,2,24,4/3/49,,CD Castellón,Girona,3:1
27101,1948-1949,2,24,4/3/49,,Baracaldo,Levante,2:1
27102,1948-1949,2,24,4/3/49,,Granada CF,CF Badalona,4:2
27103,1948-1949,2,24,4/3/49,,Racing,Real Sociedad,2:0
27104,1948-1949,2,24,4/3/49,,Real Gijón,Real Murcia,7:0
27105,1948-1949,2,24,4/3/49,,Hércules CF,Ferrol,0:1
27106,1948-1949,2,25,4/10/49,,CD Castellón,Ferrol,3:2
27107,1948-1949,2,25,4/10/49,,Girona,Baracaldo,0:0
27108,1948-1949,2,25,4/10/49,,Levante,Granada CF,2:3
27109,1948-1949,2,25,4/10/49,,CF Badalona,Racing,1:1
27110,1948-1949,2,25,4/10/49,,Real Sociedad,Real Gijón,3:0
27111,1948-1949,2,25,4/10/49,,Real Murcia,Mestalla,4:3
27112,1948-1949,2,25,4/10/49,,CD Málaga,Hércules CF,1:0
27113,1948-1949,2,26,4/17/49,,Baracaldo,CD Castellón,6:1
27114,1948-1949,2,26,4/17/49,,Granada CF,Girona,3:0
27115,1948-1949,2,26,4/17/49,,Racing,Levante,5:1
27116,1948-1949,2,26,4/17/49,,Real Gijón,CF Badalona,5:3
27117,1948-1949,2,26,4/17/49,,Mestalla,Real Sociedad,1:3
27118,1948-1949,2,26,4/17/49,,Hércules CF,Real Murcia,8:2
27119,1948-1949,2,26,4/17/49,,Ferrol,CD Málaga,1:5
27120,1949-1950,2,1,9/4/49,,Racing,Ferrol,2:0
27121,1949-1950,2,1,9/4/49,,CD Numancia,Arosa SC,4:1
27122,1949-1950,2,1,9/4/49,,Real Gijón,Girona,5:2
27123,1949-1950,2,1,9/4/49,,CA Osasuna,Baracaldo,2:0
27124,1949-1950,2,1,9/4/49,,CE Sabadell ,SD Erandio Club,11:1
27125,1949-1950,2,1,9/4/49,,CF Badalona,Lérida,1:3
27126,1949-1950,2,1,9/4/49,,Orensana,Real Zaragoza,1:1
27127,1949-1950,2,1,9/4/49,,SG Lucense,Gimnástica,1:2
27128,1949-1950,2,2,9/10/49,,SD Erandio Club,CA Osasuna,1:0
27129,1949-1950,2,2,9/11/49,,Ferrol,SG Lucense,3:2
27130,1949-1950,2,2,9/11/49,,Arosa SC,Racing,1:4
27131,1949-1950,2,2,9/11/49,,Girona,CD Numancia,3:0
27132,1949-1950,2,2,9/11/49,,Baracaldo,Real Gijón,0:4
27133,1949-1950,2,2,9/11/49,,Lérida,CE Sabadell ,3:2
27134,1949-1950,2,2,9/11/49,,Gimnástica,Orensana,0:0
27135,1949-1950,2,2,9/12/49,,Real Zaragoza,CF Badalona,2:0
27136,1949-1950,2,3,9/18/49,,Ferrol,Arosa SC,7:0
27137,1949-1950,2,3,9/18/49,,Racing,Girona,5:2
27138,1949-1950,2,3,9/18/49,,CD Numancia,Baracaldo,2:3
27139,1949-1950,2,3,9/18/49,,Real Gijón,SD Erandio Club,3:0
27140,1949-1950,2,3,9/18/49,,CA Osasuna,Lérida,5:2
27141,1949-1950,2,3,9/18/49,,CE Sabadell ,Real Zaragoza,5:1
27142,1949-1950,2,3,9/18/49,,CF Badalona,Gimnástica,3:1
27143,1949-1950,2,3,9/18/49,,SG Lucense,Orensana,1:0
27144,1949-1950,2,4,9/25/49,,Arosa SC,SG Lucense,1:3
27145,1949-1950,2,4,9/25/49,,Girona,Ferrol,5:2
27146,1949-1950,2,4,9/25/49,,Baracaldo,Racing,1:2
27147,1949-1950,2,4,9/25/49,,SD Erandio Club,CD Numancia,1:0
27148,1949-1950,2,4,9/25/49,,Lérida,Real Gijón,1:2
27149,1949-1950,2,4,9/25/49,,Real Zaragoza,CA Osasuna,4:3
27150,1949-1950,2,4,9/25/49,,Gimnástica,CE Sabadell ,1:1
27151,1949-1950,2,4,9/25/49,,Orensana,CF Badalona,5:0
27152,1949-1950,2,5,10/1/49,,Ferrol,Baracaldo,1:0
27153,1949-1950,2,5,10/2/49,,CE Sabadell ,Orensana,5:1
27154,1949-1950,2,5,10/2/49,,SG Lucense,CF Badalona,5:0
27155,1949-1950,2,5,10/2/49,,Arosa SC,Girona,2:1
27156,1949-1950,2,5,10/2/49,,Racing,SD Erandio Club,4:1
27157,1949-1950,2,5,10/2/49,,Real Gijón,Real Zaragoza,3:1
27158,1949-1950,2,5,10/2/49,,CA Osasuna,Gimnástica,5:5
27159,1949-1950,2,5,10/3/49,,CD Numancia,Lérida,0:1
27160,1949-1950,2,6,10/9/49,,SG Lucense,Girona,2:0
27161,1949-1950,2,6,10/9/49,,Baracaldo,Arosa SC,3:3
27162,1949-1950,2,6,10/9/49,,SD Erandio Club,Ferrol,2:2
27163,1949-1950,2,6,10/9/49,,Lérida,Racing,1:2
27164,1949-1950,2,6,10/9/49,,Real Zaragoza,CD Numancia,4:2
27165,1949-1950,2,6,10/9/49,,Gimnástica,Real Gijón,2:2
27166,1949-1950,2,6,10/9/49,,CF Badalona,CE Sabadell ,5:0
27167,1949-1950,2,6,10/9/49,,Orensana,CA Osasuna,1:0
27168,1949-1950,2,7,10/16/49,,Ferrol,Lérida,2:1
27169,1949-1950,2,7,10/16/49,,Racing,Real Zaragoza,4:1
27170,1949-1950,2,7,10/16/49,,CD Numancia,Gimnástica,1:1
27171,1949-1950,2,7,10/16/49,,Real Gijón,Orensana,5:2
27172,1949-1950,2,7,10/16/49,,CA Osasuna,CF Badalona,4:0
27173,1949-1950,2,7,10/16/49,,SG Lucense,CE Sabadell ,1:0
27174,1949-1950,2,7,10/16/49,,Girona,Baracaldo,2:1
27175,1949-1950,2,7,10/16/49,,Arosa SC,SD Erandio Club,3:1
27176,1949-1950,2,8,10/23/49,,Baracaldo,SG Lucense,2:1
27177,1949-1950,2,8,10/23/49,,SD Erandio Club,Girona,1:1
27178,1949-1950,2,8,10/23/49,,Lérida,Arosa SC,3:0
27179,1949-1950,2,8,10/23/49,,Real Zaragoza,Ferrol,6:3
27180,1949-1950,2,8,10/23/49,,Gimnástica,Racing,0:1
27181,1949-1950,2,8,10/23/49,,Orensana,CD Numancia,2:0
27182,1949-1950,2,8,10/23/49,,CF Badalona,Real Gijón,2:1
27183,1949-1950,2,8,10/23/49,,CE Sabadell ,CA Osasuna,8:1
27184,1949-1950,2,9,10/30/49,,Baracaldo,SD Erandio Club,4:1
27185,1949-1950,2,9,10/30/49,,Girona,Lérida,0:2
27186,1949-1950,2,9,10/30/49,,Arosa SC,Real Zaragoza,0:2
27187,1949-1950,2,9,10/30/49,,Racing,Orensana,4:1
27188,1949-1950,2,9,10/30/49,,CD Numancia,CF Badalona,2:0
27189,1949-1950,2,9,10/30/49,,Real Gijón,CE Sabadell ,1:3
27190,1949-1950,2,9,10/30/49,,SG Lucense,CA Osasuna,3:0
27191,1949-1950,2,9,11/1/49,,Ferrol,Gimnástica,7:2
27192,1949-1950,2,10,11/6/49,,SD Erandio Club,SG Lucense,3:2
27193,1949-1950,2,10,11/6/49,,Lérida,Baracaldo,1:0
27194,1949-1950,2,10,11/6/49,,Real Zaragoza,Girona,4:0
27195,1949-1950,2,10,11/6/49,,Gimnástica,Arosa SC,4:1
27196,1949-1950,2,10,11/6/49,,Orensana,Ferrol,5:0
27197,1949-1950,2,10,11/6/49,,CF Badalona,Racing,2:3
27198,1949-1950,2,10,11/6/49,,CE Sabadell ,CD Numancia,6:2
27199,1949-1950,2,10,11/6/49,,CA Osasuna,Real Gijón,3:7
27200,1949-1950,2,11,11/13/49,,SD Erandio Club,Lérida,4:1
27201,1949-1950,2,11,11/13/49,,Baracaldo,Real Zaragoza,1:0
27202,1949-1950,2,11,11/13/49,,Girona,Gimnástica,2:1
27203,1949-1950,2,11,11/13/49,,Arosa SC,Orensana,0:2
27204,1949-1950,2,11,11/13/49,,CF Badalona,Ferrol,4:2
27205,1949-1950,2,11,11/13/49,,Racing,CE Sabadell ,7:2
27206,1949-1950,2,11,11/13/49,,CD Numancia,CA Osasuna,3:2
27207,1949-1950,2,11,11/13/49,,SG Lucense,Real Gijón,2:1
27208,1949-1950,2,12,11/20/49,,Lérida,SG Lucense,9:2
27209,1949-1950,2,12,11/20/49,,Real Zaragoza,SD Erandio Club,7:2
27210,1949-1950,2,12,11/20/49,,Gimnástica,Baracaldo,2:1
27211,1949-1950,2,12,11/20/49,,Orensana,Girona,3:0
27212,1949-1950,2,12,11/20/49,,CF Badalona,Arosa SC,5:1
27213,1949-1950,2,12,11/20/49,,CE Sabadell ,Ferrol,5:1
27214,1949-1950,2,12,11/20/49,,CA Osasuna,Racing,0:2
27215,1949-1950,2,12,11/20/49,,Real Gijón,CD Numancia,9:0
27216,1949-1950,2,13,12/4/49,,Lérida,Real Zaragoza,1:2
27217,1949-1950,2,13,12/4/49,,SD Erandio Club,Gimnástica,0:2
27218,1949-1950,2,13,12/4/49,,Baracaldo,Orensana,1:1
27219,1949-1950,2,13,12/4/49,,Girona,CF Badalona,3:1
27220,1949-1950,2,13,12/4/49,,Arosa SC,CE Sabadell ,0:3
27221,1949-1950,2,13,12/4/49,,Ferrol,CA Osasuna,3:4
27222,1949-1950,2,13,12/4/49,,Racing,Real Gijón,3:2
27223,1949-1950,2,13,12/4/49,,SG Lucense,CD Numancia,1:2
27224,1949-1950,2,14,12/11/49,,SG Lucense,Real Zaragoza,1:2
27225,1949-1950,2,14,12/11/49,,Gimnástica,Lérida,2:1
27226,1949-1950,2,14,12/11/49,,SD Erandio Club,Orensana,0:1
27227,1949-1950,2,14,12/11/49,,CF Badalona,Baracaldo,8:2
27228,1949-1950,2,14,12/11/49,,CE Sabadell ,Girona,3:4
27229,1949-1950,2,14,12/11/49,,CA Osasuna,Arosa SC,1:0
27230,1949-1950,2,14,12/11/49,,Real Gijón,Ferrol,2:2
27231,1949-1950,2,14,12/11/49,,CD Numancia,Racing,2:1
27232,1949-1950,2,15,12/8/49,,Baracaldo,CE Sabadell ,1:1
27233,1949-1950,2,15,12/18/49,,Real Zaragoza,Gimnástica,2:2
27234,1949-1950,2,15,12/18/49,,Lérida,Orensana,4:1
27235,1949-1950,2,15,12/18/49,,SD Erandio Club,CF Badalona,5:3
27236,1949-1950,2,15,12/18/49,,Girona,CA Osasuna,3:0
27237,1949-1950,2,15,12/18/49,,Arosa SC,Real Gijón,2:0
27238,1949-1950,2,15,12/18/49,,Ferrol,CD Numancia,4:0
27239,1949-1950,2,15,12/18/49,,Racing,SG Lucense,8:0
27240,1949-1950,2,16,12/31/49,,SD Erandio Club,CE Sabadell ,5:2
27241,1949-1950,2,16,1/1/50,,Ferrol,Racing,2:4
27242,1949-1950,2,16,1/1/50,,Girona,Real Gijón,1:1
27243,1949-1950,2,16,1/1/50,,Real Zaragoza,Orensana,3:0
27244,1949-1950,2,16,1/1/50,,Lérida,CF Badalona,6:4
27245,1949-1950,2,16,1/1/50,,Baracaldo,CA Osasuna,2:1
27246,1949-1950,2,16,1/1/50,,Arosa SC,CD Numancia,2:1
27247,1949-1950,2,16,1/1/50,,Gimnástica,SG Lucense,4:1
27248,1949-1950,2,17,1/8/50,,SG Lucense,Ferrol,5:0
27249,1949-1950,2,17,1/8/50,,Racing,Arosa SC,3:2
27250,1949-1950,2,17,1/8/50,,CD Numancia,Girona,6:0
27251,1949-1950,2,17,1/8/50,,Real Gijón,Baracaldo,2:1
27252,1949-1950,2,17,1/8/50,,CA Osasuna,SD Erandio Club,4:1
27253,1949-1950,2,17,1/8/50,,CE Sabadell ,Lérida,0:1
27254,1949-1950,2,17,1/8/50,,CF Badalona,Real Zaragoza,2:4
27255,1949-1950,2,17,1/8/50,,Orensana,Gimnástica,1:1
27256,1949-1950,2,18,1/15/50,,Arosa SC,Ferrol,3:0
27257,1949-1950,2,18,1/15/50,,Girona,Racing,1:4
27258,1949-1950,2,18,1/15/50,,Baracaldo,CD Numancia,3:1
27259,1949-1950,2,18,1/15/50,,SD Erandio Club,Real Gijón,3:2
27260,1949-1950,2,18,1/15/50,,Lérida,CA Osasuna,5:4
27261,1949-1950,2,18,1/15/50,,Real Zaragoza,CE Sabadell ,1:0
27262,1949-1950,2,18,1/15/50,,Gimnástica,CF Badalona,4:1
27263,1949-1950,2,18,1/15/50,,Orensana,SG Lucense,1:1
27264,1949-1950,2,19,1/22/50,,CA Osasuna,Real Zaragoza,1:0
27265,1949-1950,2,19,1/22/50,,CE Sabadell ,Gimnástica,3:4
27266,1949-1950,2,19,1/22/50,,CF Badalona,Orensana,5:3
27267,1949-1950,2,19,1/22/50,,SG Lucense,Arosa SC,3:2
27268,1949-1950,2,19,1/22/50,,Ferrol,Girona,3:2
27269,1949-1950,2,19,1/22/50,,Racing,Baracaldo,4:1
27270,1949-1950,2,19,1/22/50,,CD Numancia,SD Erandio Club,4:0
27271,1949-1950,2,19,1/22/50,,Real Gijón,Lérida,0:1
27272,1949-1950,2,20,1/29/50,,Girona,Arosa SC,4:2
27273,1949-1950,2,20,1/29/50,,Baracaldo,Ferrol,3:2
27274,1949-1950,2,20,1/29/50,,SD Erandio Club,Racing,2:5
27275,1949-1950,2,20,1/29/50,,Lérida,CD Numancia,6:2
27276,1949-1950,2,20,1/29/50,,Real Zaragoza,Real Gijón,2:2
27277,1949-1950,2,20,1/29/50,,Gimnástica,CA Osasuna,5:1
27278,1949-1950,2,20,1/29/50,,Orensana,CE Sabadell ,3:1
27279,1949-1950,2,20,1/29/50,,CF Badalona,SG Lucense,3:1
27280,1949-1950,2,21,2/5/50,,Girona,SG Lucense,2:1
27281,1949-1950,2,21,2/5/50,,Arosa SC,Baracaldo,1:1
27282,1949-1950,2,21,2/5/50,,Ferrol,SD Erandio Club,3:2
27283,1949-1950,2,21,2/5/50,,Racing,Lérida,4:1
27284,1949-1950,2,21,2/5/50,,CD Numancia,Real Zaragoza,2:1
27285,1949-1950,2,21,2/5/50,,Real Gijón,Gimnástica,3:2
27286,1949-1950,2,21,2/5/50,,CA Osasuna,Orensana,3:1
27287,1949-1950,2,21,2/5/50,,CE Sabadell ,CF Badalona,2:1
27288,1949-1950,2,22,2/12/50,,Baracaldo,Girona,2:0
27289,1949-1950,2,22,2/12/50,,SD Erandio Club,Arosa SC,6:2
27290,1949-1950,2,22,2/12/50,,Lérida,Ferrol,6:1
27291,1949-1950,2,22,2/12/50,,Real Zaragoza,Racing,1:2
27292,1949-1950,2,22,2/12/50,,Gimnástica,CD Numancia,4:1
27293,1949-1950,2,22,2/12/50,,Orensana,Real Gijón,1:1
27294,1949-1950,2,22,2/12/50,,CF Badalona,CA Osasuna,3:1
27295,1949-1950,2,22,2/12/50,,CE Sabadell ,SG Lucense,4:2
27296,1949-1950,2,23,2/19/50,,SG Lucense,Baracaldo,0:1
27297,1949-1950,2,23,2/19/50,,Girona,SD Erandio Club,3:0
27298,1949-1950,2,23,2/19/50,,Arosa SC,Lérida,2:3
27299,1949-1950,2,23,2/19/50,,Ferrol,Real Zaragoza,5:1
27300,1949-1950,2,23,2/19/50,,CD Numancia,Orensana,3:0
27301,1949-1950,2,23,2/19/50,,Real Gijón,CF Badalona,3:1
27302,1949-1950,2,23,2/19/50,,CA Osasuna,CE Sabadell ,6:2
27303,1949-1950,2,23,2/22/50,,Racing,Gimnástica,2:3
27304,1949-1950,2,24,2/26/50,,Lérida,Girona,4:0
27305,1949-1950,2,24,2/26/50,,Real Zaragoza,Arosa SC,5:4
27306,1949-1950,2,24,2/26/50,,Orensana,Racing,1:0
27307,1949-1950,2,24,2/26/50,,CF Badalona,CD Numancia,3:1
27308,1949-1950,2,24,2/26/50,,CE Sabadell ,Real Gijón,2:4
27309,1949-1950,2,24,2/26/50,,CA Osasuna,SG Lucense,4:1
27310,1949-1950,2,24,2/27/50,,Gimnástica,Ferrol,3:1
